OID_,Join_Count,TARGET_FID,Station_Id,Station_Name,Fuel_Type,Address,City,State,Zipcode,Zipcode_Route,Directions,Country,Phone_Number,Current_Status,Availability_Date,Accessability,Access_Details,Access_Hours,Payment_Methods,Ownership_Type,Federal_Owner,Biodiesel_Blends,E85_Blender_Pump,E85_Ethanol_Blends,CNG_Dispensers,CNG_Fill_Type,CNG_Pressures,CNG_Renewable_Source,CNG_Compression,CNG_Storage,CNG_Vehicle_Size,LNG_Renewable_Source,LNG_Vehicle_Size,LPG_Nozzle_Types,LPG_Primary_Station,RD_Blends,RD_Blended_With_Biodiesel,RD_Max_Biodiesel,EV_Level1_EVSE_Ports,EV_Level2_EVSE_Ports,EV_DC_Fast_Ports,EV_Other_EVSE_Ports,EV_Connector_Types,EV_Network,EV_Network_Id,EV_Network_Link,EV_Pricing,EV_Renewable_Source,HY_Is_Retail,HY_Pressures,HY_Standards,HY_Status_Link,Geocode_Status,Latitude,Longitude,Open_Date,Date_Last_Confirmed,Date_Last_Update,facility_type,Directions_French,Access_Hours_French,Biodiesel_Blends_French,RD_Blends_French,EV_Pricing_French,Restricted_Access,geoName,customGeo,centrLat,centrLon,sqmi,destin,dest_sqmi
74373,1,74373,252720,Zone 2 Ramp B,ELEC,"1849 C St, NW Mail Stop 1530",Washington,DC,20240,,,US,844-623-1001,E,,Public,CREDIT_CARD_ALWAYS,24 hours daily,"American Express, Credit, Discover, MasterCard, Visa",P,,,,,,,,,,,,,,,,,,,,2,,,J1772,LIVINGSTON,,https://www.solution.energy,,,,,,,GPS,38.894483379999997,-77.042412330000005,12/16/2022 0:00:00,2/13/2023 0:00:00,2/14/2023 15:54:11,OTHER,,,,,,False,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
74374,1,74374,252721,Zone 7 Ramp G,ELEC,"1849 C St, NW Mail Stop 1530",Washington,DC,20240,,,US,844-623-1001,E,,Public,CREDIT_CARD_ALWAYS,24 hours daily,"American Express, Credit, Discover, MasterCard, Visa",P,,,,,,,,,,,,,,,,,,,,2,,,J1772,LIVINGSTON,,https://www.solution.energy,,,,,,,GPS,38.894483379999997,-77.042412330000005,12/16/2022 0:00:00,2/13/2023 0:00:00,2/14/2023 15:54:11,OTHER,,,,,,False,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
75620,1,75620,254506,THE ALECK STATION 1,ELEC,1400 L St NW,Washington,DC,20005,,,US,888-758-4389,E,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13335331,http://www.chargepoint.com/,,,,,,,GPS,38.903556999999999,-77.032251000000002,2/24/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:40:38,,,,,,,,McPherson Square / Franklin Park,McPherson Square / Franklin Park,38.902600000000000,-77.031999999999996,0.232700000000000,31485,135322.455699999991339
75850,1,75850,255163,1615 M Street,ELEC,"1725 DeSales Street, NW, Suite 200",Washington,DC,20036,,,US,800-663-5633,E,,Public,,,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,SemaCharge Network,563,https://semaconnect.com/,,,,,,,GPS,38.904969000000001,-77.039741000000006,3/28/2012 0:00:00,6/21/2023 0:00:00,6/21/2023 0:04:35,,,,,,,,Farragut Square / 19th Street,Farragut Square / 19th Street,38.902900000000002,-77.041799999999995,0.268500000000000,33429,124508.526199999992969
75924,1,75924,255255,GSA FLEET GW-RFID-DUAL-2,ELEC,1800 F St NW,Washington,DC,20004,,,US,888-758-4389,E,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13476601,http://www.chargepoint.com/,,,,,,,GPS,38.897125000000003,-77.042506000000003,2/27/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:41:34,,,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
75925,1,75925,255256,GSA FLEET GW-RFID-DUAL-1,ELEC,1800 F St NW,Washington,DC,20004,,,US,888-758-4389,E,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13476671,http://www.chargepoint.com/,,,,,,,GPS,38.897117000000001,-77.042548999999994,2/27/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:41:34,,,,,,,,Foggy Bottom,Foggy Bottom,38.897300000000001,-77.044600000000003,0.257500000000000,40736,158171.452599999989616
76551,1,76551,256387,HCHB HCHB 1,ELEC,189 15th St NW,Washington,DC,20230,,,US,888-758-4389,E,,Public,,Mon 12:00am - 12:00am; Tue 12:00am - 12:00am; Wed 12:00am - 12:00am; Thu 12:00am - 12:00am; Fri 12:00am - 12:00am; Sat 12:00am - 12:00am; Sun 12:00am - 12:00am,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13362031,http://www.chargepoint.com/,,,,,,,GPS,38.894556000000001,-77.032919000000007,3/16/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:40:52,,,,,,,,Federal Triangle,Federal Triangle,38.893400000000000,-77.028099999999995,0.125200000000000,8307,66352.458599999998114
80099,1,80099,262098,Hines,ELEC,700 13th St NW,Washington,DC,20005,,,US,202-393-6810,E,,Public,CREDIT_CARD_ALWAYS,Contact station for hours of availability,"American Express, Android Pay, Apple Pay, Credit, Discover, MasterCard",P,,,,,,,,,,,,,,,,,,,,4,,,J1772,AMPUP,,https://ampup.io/,,,,,,,GPS,38.898896100000002,-77.029832600000006,1/18/2023 0:00:00,6/12/2023 0:00:00,6/12/2023 16:56:16,OFFICE_BLDG,,,,,,False,Metro Center / 15th Street,Metro Center / 15th Street,38.897799999999997,-77.028099999999995,0.198000000000000,36833,185980.587599999998929
81582,1,81582,298826,PORTRAIT BLDG EXPRESS250,ELEC,701 8th St NW,Washington,DC,20001,,,US,888-758-4389,E,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13353821,http://www.chargepoint.com/,,,,,,,GPS,38.898909000000003,-77.022677000000002,6/29/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:40:49,,,,,,,,Gallery Place / Chinatown,Gallery Place / Chinatown,38.899200000000000,-77.021799999999999,0.205600000000000,40394,196512.243900000001304
82616,1,82616,303145,AOC SUG-1,ELEC,Senate Underground Garage New Jersey Ave NW &,Washington,DC,20001,,,US,888-758-4389,E,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13843861,http://www.chargepoint.com/,,,,,,,GPS,38.893464000000002,-77.009704999999997,7/25/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:44:00,,,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
82617,1,82617,303146,AOC SUG-2,ELEC,Senate Underground Garage New Jersey Ave NW &,Washington,DC,20510,,,US,888-758-4389,E,,Public,,24 hours daily,,,,,,,,,,,,,,,,,,,,,,2,,,J1772,ChargePoint Network,USCPIL13843901,http://www.chargepoint.com/,,,,,,,GPS,38.893436000000001,-77.009855000000002,7/25/2023 0:00:00,8/16/2023 0:00:00,8/16/2023 0:44:00,,,,,,,,Downtown East / Judiciary Square,Downtown East / Judiciary Square,38.896200000000000,-77.014200000000002,0.312000000000000,17253,55306.848599999997532
