segment_id,osm_id,segment_polyline,segment_geometry,segment_centroid,BLOCKID10,num_spaces,rate_card,weekday_averages,weekend_averages
-125788291491648617,589539536_2,aullFjzeuM@g@,"LINESTRING(-77.0399 38.900165, -77.039703 38.900164)",POINT(-77.0398014999993 38.9001645000414),110010107001031,3,"Mon-Sat (1am-7am): Free, Mon-Sat (7am-7pm): No Parking, Mon-Sat (7pm-1am; Valet Only): No Parking, Sun: Free, Snow Emergency: No Parking","69,68,68,70,70,70,67,0,0,0,0,32,33,35,45,54,62,0,0,0,81,87,90,91","78,84,83,86,84,86,83,82,79,70,58,51,50,51,54,56,62,68,73,74,78,84,86,87"
6346220899347837564,344730214_0,yiolFh`guMJGJE,"LINESTRING(-77.045968 38.913727, -77.045901 38.913612)",POINT(-77.0459344999729 38.9136695000048),110010055001001,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Sat; 9:30am-6:30pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Wed | Fri (6:30pm-7am): Free, Thu (5am-7am): Free, Thu (10pm-5am; Street Cleaning): No Parking, Sat (6:30pm-9:30am): Free, Sun: Free, Holidays: Free, Snow Emergency: No Parking","79,79,78,78,80,81,79,0,0,0,0,44,44,47,53,57,60,58,58,63,73,79,85,87","75,76,77,78,80,80,79,77,77,68,56,50,49,48,50,51,53,55,56,58,57,68,71,73"
6012701658485657847,6062408_0,}jklFlv`uMGAECGGAC,"LINESTRING(-77.013669 38.893432, -77.013584 38.893552)",POINT(-77.0136265000359 38.8934920000077),110010059001033,3,Government Vehicle Only: No Parking,"48,48,48,50,51,55,52,52,45,37,29,30,34,41,50,61,71,78,82,91,91,93,95,96","78,79,79,78,82,83,82,83,82,78,71,63,64,65,65,69,77,82,86,91,89,93,95,95"
-4867497280504374311,6054902_0,willFlaauM?\,"LINESTRING(-77.01543 38.898359, -77.01558 38.898358)",POINT(-77.0155050000005 38.898358500024),110010059001008,3,"Each Hour (Mon-Fri; 7am-4pm; 2 Hour Max): $5.50, Each Hour (Mon-Fri; 4pm-10pm; 4 Hour Max): $2, Each Hour (Sat; 7am-10pm; 4 Hour Max): $2, Mon-Sat (10pm-7am): Free, Sun: Free","51,51,51,51,54,57,56,56,41,33,25,25,29,37,47,57,65,71,71,73,77,81,85,84","70,74,74,75,77,78,77,77,79,71,60,52,52,51,54,57,62,65,66,66,69,74,78,78"
5144520773169052362,130908164_1,}vklFjf`uMUF,"LINESTRING(-77.011096 38.895346, -77.011137 38.895458)",POINT(-77.0111164999838 38.8954020000018),110010059001022,3,Disabled Person Permit Only: See Meter,"33,32,33,33,37,40,40,39,33,25,19,19,22,27,33,43,51,58,65,73,74,78,84,86","59,62,61,62,67,70,70,69,68,61,50,44,43,45,45,49,55,62,68,74,74,79,84,85"
7472680414535520360,6054895_1,willFdoguM?`@,"LINESTRING(-77.048345 38.898356, -77.048518 38.898356)",POINT(-77.0484315 38.8983560000319),110010108003000,3,"2 Hours (Mon-Fri; 7am-8:30pm): Free, Mon-Fri (8:30pm-7am): Free, Sat-Sun: Free, Residential Permit Only: Free","70,70,70,70,72,72,68,62,50,39,28,28,31,37,43,47,57,59,63,74,82,87,91,92","77,80,80,80,82,82,82,80,77,71,62,57,57,59,60,63,68,71,75,77,80,84,87,89"
1346120254135590104,50799230_4,cxllFpsguM?f@,"LINESTRING(-77.049051 38.900661, -77.049247 38.900662)",POINT(-77.0491489999993 38.900661500041),110010108001005,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","51,51,52,51,53,54,53,49,38,28,19,18,19,23,29,35,39,39,42,46,56,63,71,74","66,70,69,70,72,72,72,69,65,57,44,38,38,39,40,42,46,47,50,51,54,61,68,73"
-844079751296386237,344730218_0,qbolFx|fuM?^,"LINESTRING(-77.045407 38.912574, -77.045569 38.912574)",POINT(-77.045488 38.912574000028),110010055001004,3,"Each Hour (Mon-Sat; 7am-6:30pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free, Mon (12:30pm-2:30pm; Mar 01-Oct 31; Street Cleaning): No Parking, Holidays: Free","77,77,77,77,78,79,77,76,70,60,48,45,45,45,51,56,58,58,56,62,71,79,83,85","76,77,77,78,80,80,78,78,75,68,53,47,46,47,49,50,53,55,56,58,60,67,72,74"
-5423775880465895202,130889755_1,wqklF~efuM]?,"LINESTRING(-77.041763 38.894519, -77.041761 38.894672)",POINT(-77.0417620000011 38.8945955),110010108002015,3,"Each Hour (Mon-Fri; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free","76,76,76,77,77,77,74,69,63,54,53,52,54,59,66,71,64,67,71,82,90,92,94,94","83,85,85,86,86,86,86,85,86,81,73,67,66,66,67,68,74,78,82,83,85,89,90,90"
-2750709003423706377,297444245_0,yoklF`dcuMZ@,"LINESTRING(-77.026092 38.89421, -77.026096 38.894075)",POINT(-77.0260940000019 38.8941425),110010062021024,3,"15 Min (Mon-Fri; 7am-9:30am): Free, Mon-Fri (9:30am-4pm): No Parking, 15 Min (Mon-Fri; 4pm-6:30pm): Free, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free","50,51,51,51,52,52,47,40,36,0,0,0,0,0,0,0,0,0,0,0,49,60,70,75","54,60,59,60,63,64,63,57,45,33,19,13,12,12,12,14,17,20,24,28,35,46,56,58"
-1435822078114823653,509326126_0,a`llFnxguMN_@,"LINESTRING(-77.049843 38.896812, -77.049681 38.896725)",POINT(-77.0497619999504 38.896768500028),110010108003006,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Sat; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat (6:30pm-7am): Free, Sun: Free, Snow Emergency: No Parking","61,61,60,61,62,63,59,0,0,0,0,27,30,34,40,48,52,0,0,0,79,85,90,92","75,75,76,76,78,79,78,73,70,60,54,45,47,49,51,55,65,69,63,70,70,79,83,85"
-1076318127535481676,345633935_0,gzllFfdguM^?,"LINESTRING(-77.046604 38.900998, -77.046604 38.900836)",POINT(-77.046604 38.900917),110010108001002,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","52,52,52,52,53,54,50,40,29,21,14,14,14,18,20,26,30,33,36,57,70,77,83,82","61,65,64,66,67,68,67,65,65,57,45,40,38,39,41,43,49,52,56,58,63,70,76,77"
3487755213816697269,297296751_0,eyllFzxauM?`@?@,"LINESTRING(-77.019185 38.900831, -77.019358 38.900833)",POINT(-77.0192714999988 38.9008320000319),110010058002003,3,"Mon-Sat: No Parking, Sun (8am-2:30pm): Free, Sun (2:30pm-8am): No Parking","61,61,61,61,63,66,64,63,62,54,44,42,43,46,53,58,60,57,52,52,59,63,68,66","64,68,69,70,72,73,72,70,73,64,57,46,43,45,45,46,50,47,41,39,42,47,53,54"
7022899849934777137,397329578_0,cjllFjtbuM?`@,"LINESTRING(-77.023584 38.898419, -77.023746 38.898419)",POINT(-77.023665 38.898419000028),110010058001016,3,Government Vehicle Only: No Parking,"82,82,82,82,82,82,80,77,68,57,41,38,39,43,52,56,57,52,42,36,39,46,56,67","82,85,86,87,88,86,85,82,79,69,51,38,34,33,33,33,36,35,32,31,31,38,45,52"
8745930884626196557,421290235_0,willFrkduM?d@,"LINESTRING(-77.032424 38.898359, -77.032608 38.898357)",POINT(-77.0325160000013 38.8983580000361),110010058001022,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","79,78,78,79,79,78,75,58,46,37,26,27,32,40,50,57,58,51,44,50,73,78,85,89","80,80,82,82,84,82,81,77,72,60,44,35,36,38,39,41,46,46,45,47,53,62,66,72"
-5622841167830650222,130889758_1,cnmlFzefuMY?,"LINESTRING(-77.041741 38.90418, -77.041741 38.904315)",POINT(-77.041741 38.9042475),110010107001015,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","71,71,71,71,72,73,70,70,0,0,0,22,23,28,32,38,42,0,0,0,76,80,85,84","81,80,81,83,84,84,83,77,73,63,50,43,42,42,42,45,51,54,56,58,61,67,72,72"
3931692898147723607,696806633_0,awmlFpkfuM?d@,"LINESTRING(-77.042648 38.905614, -77.042844 38.905614)",POINT(-77.042746 38.905614000041),110010107001003,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free","77,80,78,79,79,81,80,70,58,45,34,31,32,36,44,50,44,45,49,61,63,71,76,74","74,82,82,83,84,86,85,82,79,72,57,48,46,47,47,51,58,53,52,50,55,62,67,67"
-3410995297330814388,421077028_0,wdmlF~tcuM?j@,"LINESTRING(-77.028803 38.902676, -77.029022 38.902676)",POINT(-77.0289125 38.9026760000511),110010101001010,3,"Each Hour (Mon-Fri; 7am-6:30pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free, Snow Emergency: No Parking","59,58,58,58,60,60,55,48,42,31,21,19,21,23,26,30,33,33,33,48,65,72,79,79","64,64,63,64,66,69,69,66,67,59,44,37,37,37,38,39,43,44,44,43,53,59,68,69"
-8506850494238380082,488235699_0,gimlFv`cuMK^,"LINESTRING(-77.025556 38.9034, -77.025722 38.903463)",POINT(-77.0256389999632 38.9034315000294),110010101001000,3,"Mon-Fri (7am-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free, Snow Emergency: No Parking","57,57,56,58,59,60,56,0,0,0,0,0,0,0,0,0,0,0,0,0,55,65,73,76","55,58,58,59,61,63,61,52,51,41,28,23,24,24,26,28,34,35,36,45,53,67,74,73"
-193302318132078813,397321700_0,iqklFhjbuMc@?,"LINESTRING(-77.021975 38.894448, -77.021972 38.894627)",POINT(-77.0219735000019 38.8945375),110010058001040,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-7am): Free, Sun: Free","79,79,79,79,79,77,73,73,61,46,35,28,31,36,46,53,53,54,51,57,68,74,81,87","84,86,87,87,87,86,85,82,79,68,49,36,33,33,35,37,44,45,47,48,51,61,67,74"
3740877793808841205,589551073_0,s|llFhtduM@d@,"LINESTRING(-77.033814 38.901375, -77.033999 38.901373)",POINT(-77.0339065000013 38.9013740000365),110010101001016,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free","70,69,68,69,69,70,65,0,0,0,0,29,31,36,43,49,53,0,0,0,66,74,81,83","71,71,73,73,74,76,74,71,70,59,43,35,35,35,36,38,42,42,42,42,50,64,69,72"
-2839167011502167471,535546521_0,wdmlFx}cuM?f@,"LINESTRING(-77.030207 38.902676, -77.030415 38.902676)",POINT(-77.030311 38.9026760000461),110010101001009,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (6:30pm-3am): No Parking, Mon-Sat (3am-7am): Free, Sun (3am-6:30pm): Free, Sun (6:30pm-3am): No Parking, Snow Emergency: No Parking","61,62,61,69,67,68,65,64,56,44,30,27,29,33,38,44,49,49,49,49,58,68,77,80","63,67,66,74,79,76,75,74,73,65,48,40,40,41,41,43,48,48,47,52,61,54,65,65"
6572622702920248223,535520845_1,wbmlFd|euM?a@,"LINESTRING(-77.040189 38.902359, -77.040016 38.90236)",POINT(-77.0401025000006 38.9023595000319),110010107001018,3,"Mon-Fri (7am-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free, Snow Emergency: No Parking","68,67,67,67,67,66,62,55,42,32,22,22,21,25,29,35,41,43,47,57,74,80,85,87","71,74,75,77,76,76,75,71,71,59,45,37,35,34,36,39,45,49,53,53,60,70,76,77"
-1603376878080156950,26572919_1,w_llFfpbuM]?,"LINESTRING(-77.022923 38.896758, -77.022921 38.896911)",POINT(-77.0229220000011 38.8968345),110010058001025,3,"Each Hour (Mon-Fri; 7am-11am; 2 Hour Max): $2.30, Each Hour (Mon-Fri; 11am-4pm; 2 Hour Max): $4.75, Each Hour (Mon-Fri; 4pm-6:30pm; 2 Hour Max): $5.50, Each Hour (Mon-Fri; 6:30pm-10pm): $5.50, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $4, Each Hour (Sat; 6:30pm-10pm): $4, Mon-Sat (10pm-7am): Free, Sun: Free","81,81,81,81,81,81,77,81,76,65,49,45,46,49,58,61,62,60,54,53,66,75,80,84","81,84,85,85,86,85,83,84,83,73,57,44,39,38,38,39,44,44,42,42,44,53,58,60"
-2132900906904060652,551434843_0,qmllFza`uM?b@,"LINESTRING(-77.010379 38.898967, -77.010564 38.898968)",POINT(-77.0104714999994 38.8989675000365),110010047021021,3,Loading Zone Commercial: Free,"51,51,51,53,56,60,57,63,64,45,36,36,38,44,53,61,70,76,81,90,90,92,93,95","81,83,81,81,84,85,84,84,84,81,75,70,70,71,70,74,81,84,88,91,92,95,96,95"
8356673861377229282,48018639_0,awmlFzmduM?T?R,"LINESTRING(-77.032783 38.905614, -77.032991 38.905614)",POINT(-77.032887 38.9056140000461),110010101002003,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","56,54,54,55,57,59,54,57,53,43,41,30,31,35,39,46,47,48,50,62,64,71,79,78","55,56,55,55,58,61,61,58,60,52,38,33,35,36,37,39,43,45,45,43,49,56,67,67"
-2634479728299671084,126303354_3,aullFbvduM?e@,"LINESTRING(-77.034102 38.900168, -77.033906 38.900171)",POINT(-77.0340040000021 38.900169500041),110010101001026,3,"Mon-Sat (7am-7pm): No Parking, Mon-Sat (7pm-12am; Valet Only): No Parking, Mon-Sat (12am-7am): Free, Sun: Free, Snow Emergency: No Parking","70,68,68,69,70,72,67,0,0,0,0,31,34,38,46,51,52,0,0,0,78,82,86,87","74,80,80,79,82,82,82,79,77,68,54,45,43,44,45,46,53,57,60,48,54,63,70,72"
-8594404221589857107,298832235_0,apmlFfmduMYO,"LINESTRING(-77.032683 38.904486, -77.032604 38.904616)",POINT(-77.0326435000362 38.9045510000066),110010101002003,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free","62,61,61,61,63,65,60,54,45,35,31,27,31,37,42,48,40,41,41,52,71,73,79,79","66,67,66,67,70,72,72,69,70,63,49,41,42,43,43,45,50,51,51,48,56,63,68,71"
-3872459496726176865,345633934_0,q|llFrzduM?`@,"LINESTRING(-77.034821 38.901366, -77.034994 38.901366)",POINT(-77.0349075 38.9013660000319),110010101002006,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon (10pm-5am; Street Cleaning): No Parking, Mon (5am-7am): Free, Tue-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking, Holidays: Free","72,72,72,73,74,75,71,0,0,0,0,36,38,43,51,55,57,0,0,0,69,73,79,82","73,75,75,75,78,78,77,74,75,66,53,45,44,45,45,47,51,51,51,50,57,64,70,70"
-9102827511977105961,345709542_0,aullF|qduM?c@,"LINESTRING(-77.033432 38.900174, -77.033248 38.900174)",POINT(-77.03334 38.9001740000361),110010101001027,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Thu (6:30pm-1am; Valet Only): No Parking, Thu (1am-7am): Free, Fri (6:30pm-3am; Valet Only): No Parking, Fri (3am-7am): Free, Each Hour (Mon-Wed; 6:30pm-10pm): $2.30, Mon (10pm-5am; Street Cleaning): No Parking, Mon (5am-7am): Free, Tue-Wed (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sat (6:30pm-3am; Valet Only): No Parking, Sat (3am-7am): Free, Sun: Free, Holidays: Free, Snow Emergency: No Parking","57,60,59,59,60,67,63,61,0,0,0,27,30,34,40,46,49,0,0,0,60,67,72,75","67,75,74,73,76,77,77,73,68,58,42,35,35,36,36,38,44,48,50,38,45,53,65,64"
-7037876427452350502,468433802_0,cfmlFxxduMY?,"LINESTRING(-77.034529 38.902901, -77.034529 38.903026)",POINT(-77.034529 38.9029635),110010101002004,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","54,54,54,55,56,58,53,51,0,0,0,20,23,28,34,40,31,33,32,41,59,64,73,77","57,62,60,62,66,67,66,61,59,50,35,29,29,29,29,31,35,36,36,37,45,52,62,65"
5935437937907357431,520532349_0,wbmlFt`euM?_@,"LINESTRING(-77.03579 38.902359, -77.035628 38.902359)",POINT(-77.035709 38.902359000028),110010101002006,3,15 Min (Loading Zone): No Parking,"59,60,59,59,59,58,55,48,37,27,19,18,18,21,24,27,30,31,30,38,58,65,73,73","61,64,65,66,65,65,64,59,57,45,30,23,23,23,23,25,28,29,32,32,42,53,60,63"
-3622827285649610400,121980349_0,uymlFzeeuMRG,"LINESTRING(-77.036618 38.906025, -77.036579 38.905931)",POINT(-77.0365984999871 38.9059780000016),110010107002016,3,"Mon-Fri (7am-6:30pm): No Parking, 15 Min (Mon-Fri; 6:30pm-7am; Loading Zone): No Parking, 15 Min (Sat-Sun; Loading Zone): No Parking, Snow Emergency: No Parking","57,57,57,58,58,59,55,0,0,0,0,0,0,0,0,0,0,0,0,0,56,65,72,77","63,63,63,63,65,67,66,63,59,49,33,26,28,29,30,33,39,41,43,40,44,57,64,66"
5319543867698741886,469157092_0,q|llFrufuM?`@,"LINESTRING(-77.044256 38.901366, -77.04443 38.901366)",POINT(-77.044343 38.9013660000323),110010107001016,3,"Mon-Sat (7am-7pm): No Parking, Mon-Sat (7pm-7am): Free, Sun: Free, Mon (10pm-5am; Mar 01-Oct 31; Street Cleaning): No Parking, Snow Emergency: No Parking","65,64,64,65,65,68,65,60,0,0,0,23,24,29,34,42,42,0,0,0,78,81,85,88","73,80,79,81,81,80,80,77,75,69,60,55,53,55,56,58,64,68,70,73,74,79,83,84"
-191798812850669868,421037430_0,}kmlFjjbuM]?,"LINESTRING(-77.021981 38.90383, -77.021981 38.903983)",POINT(-77.021981 38.9039065),110010049022010,3,"Mon-Fri (7am-9:30am): No Parking, Mon-Fri (9:30am-4pm; Disabled Person Permit Only; 2 Hour Max): Free, Mon-Fri (4pm-6:30pm): No Parking, Mon-Fri (6:30pm-7am): Free, Sat-Sun (7am-6:30pm; Disabled Person Permit Only; 2 Hour Max): Free, Sat-Sun (6:30pm-7am): Free, Snow Emergency: No Parking","76,76,75,76,76,77,73,69,63,54,48,48,48,51,58,62,53,49,47,54,76,80,85,86","78,84,79,79,81,81,80,83,81,73,57,48,46,48,50,52,57,59,61,54,62,73,77,79"
1850957938379868026,494175930_0,ahklFl_buMI^,"LINESTRING(-77.020226 38.892972, -77.02039 38.893015)",POINT(-77.0203079999752 38.8929935000287),110010058002016,3,"Mon-Fri (7am-6:30pm): No Parking, Mon-Wed | Sun (6:30pm-11pm; Valet Only): No Parking, Mon-Wed (11pm-7am): Free, Thu-Sat (6:30pm-12am; Valet Only): No Parking, Thu-Fri (12am-7am): Free, Sat (12am-6:30pm): Free, Sun (11pm-6:30pm): Free","79,76,75,75,74,74,72,0,0,0,0,0,0,0,0,0,0,0,0,0,68,79,87,89","84,88,88,87,87,88,87,83,77,64,45,32,31,31,33,36,47,52,60,52,56,70,77,79"
2113814815516754823,6059107_1,mtklFpwauM_@?,"LINESTRING(-77.018971 38.894954, -77.018971 38.895106)",POINT(-77.018971 38.89503),110010058002011,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","49,48,47,48,47,46,44,41,30,21,14,13,15,20,24,33,42,46,51,56,65,72,80,81","72,76,75,76,76,75,75,72,67,57,41,31,28,28,29,33,39,44,49,53,56,62,71,75"
4021924246368104272,589905707_0,iunlFpqguMK?Q?,"LINESTRING(-77.048734 38.910447, -77.048734 38.9106)",POINT(-77.048734 38.9105235),110010055001016,3,"Each Hour (Mon-Fri; 7am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","71,71,71,71,73,74,71,68,56,45,32,32,34,40,49,60,66,0,0,0,66,74,81,84","71,74,74,76,78,78,77,75,73,64,49,43,42,43,45,48,52,55,57,58,59,67,73,75"
6435385030452881550,296365924_0,ksklFhoauM?L,"LINESTRING(-77.017653 38.894779, -77.017722 38.894779)",POINT(-77.0176875 38.8947790000051),110010059001040,3,Government Vehicle Only: No Parking,"67,66,66,67,66,65,63,59,46,34,23,23,25,30,39,48,60,65,71,78,82,86,91,91","87,88,88,88,88,88,87,86,81,75,60,48,47,46,47,51,59,63,70,73,75,80,85,87"
-2135557992572752070,296352769_1,qcllFbi`uM?g@,"LINESTRING(-77.011535 38.897371, -77.011339 38.897371)",POINT(-77.011437 38.897371000041),110010059001001,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free","62,60,59,60,66,71,72,74,76,67,59,59,64,71,78,83,87,90,93,95,96,97,98,94","85,86,87,87,90,91,92,92,94,92,88,86,85,86,86,88,90,92,93,93,95,96,97,96"
9162703372665036896,935806772_0,cwmlFhwfuM?\,"LINESTRING(-77.044525 38.905621, -77.044676 38.905622)",POINT(-77.0446004999995 38.9056215000243),110010107001004,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free, Snow Emergency: No Parking","71,70,70,70,71,73,69,61,48,37,28,29,30,35,42,47,51,52,53,60,76,82,87,88","75,77,78,80,81,81,79,76,74,65,54,47,47,47,48,50,55,58,60,60,61,70,74,74"
1785757005706647916,590525653_0,onmlFzyguMX?D?,"LINESTRING(-77.050064 38.904236, -77.050064 38.904083)",POINT(-77.050064 38.9041595),110010055003005,3,Valet Only: No Parking,"44,42,42,42,44,48,47,0,0,0,0,17,18,22,28,35,36,0,0,0,38,48,66,79","55,52,52,52,55,58,58,56,55,45,35,31,33,35,39,45,52,53,56,58,43,54,64,72"
-3194850040160322363,130285133_0,_|klFb`fuMDZ@B,"LINESTRING(-77.040823 38.896165, -77.040975 38.896123)",POINT(-77.0408990000225 38.8961440000246),110010108002013,3,"Each Hour (Mon-Fri; 7am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Sat (10pm-7am): Free, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Sun: Free, Snow Emergency: No Parking","78,78,77,78,80,80,77,76,67,59,51,52,59,68,74,81,86,0,0,0,94,96,97,97","83,87,86,88,88,88,88,87,88,84,77,72,71,71,73,76,81,84,87,88,89,91,92,93"
-803595991578789369,130889755_1,qsklF~efuM[?,"LINESTRING(-77.041759 38.894806, -77.041757 38.89495)",POINT(-77.041758000001 38.894878),110010108002015,3,"Each Hour (Mon-Fri; 7am-6:30pm; Loading Zone Commercial; 2 Hour Max): $2.30, Mon-Fri (6:30pm-7am): Free, Sat-Sun: Free","76,76,76,77,77,77,74,69,63,54,53,52,54,59,66,71,64,67,71,82,90,92,94,94","83,85,85,86,86,86,86,85,86,81,73,67,66,66,67,68,74,78,82,83,85,89,90,90"
-2444758263127353252,297294789_0,wcklFt|auMc@?,"LINESTRING(-77.019794 38.892276, -77.019794 38.892456)",POINT(-77.019794 38.892366),110010062021020,3,"Mon-Fri (7am-9:30am): No Parking, Each Hour (Mon-Fri; 9:30am-4pm; 2 Hour Max): $2.30, Mon-Fri (4pm-6:30pm): No Parking, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Each Hour (Sat; 7am-6:30pm; 2 Hour Max): $2.30, Mon-Sat (10pm-7am): Free, Sun: Free, Snow Emergency: No Parking","46,46,46,47,47,48,43,0,0,0,0,17,20,23,30,40,49,0,0,0,72,77,83,85","56,61,61,61,63,66,63,61,60,47,32,22,22,21,23,26,34,39,44,47,53,66,71,71"
7297957398498310202,543712269_0,ecllFf}euM?],"LINESTRING(-77.04036 38.897314, -77.040209 38.897314)",POINT(-77.0402845 38.8973140000243),110010108002012,3,"Mon-Fri (7am-6pm; Bus Stop): No Parking, Mon-Fri (6pm-7am): Free, Sat-Sun: Free","72,72,72,73,73,73,70,59,41,31,23,22,24,29,37,46,54,59,71,83,89,92,94,94","78,83,82,84,84,85,84,83,83,76,67,61,60,61,62,65,71,76,80,82,84,87,89,90"
-256853667900747010,50797097_0,cqllFfofuM?i@,"LINESTRING(-77.043239 38.899544, -77.043031 38.899544)",POINT(-77.043135 38.8995440000461),110010108002001,3,"Each Hour (Mon-Sat; 7am-6:30pm; 2 Hour Max): $2.30, Each Hour (Mon-Sat; 6:30pm-10pm): $2.30, Mon-Fri (10pm-5am; Street Cleaning): No Parking, Mon-Fri (5am-7am): Free, Sat (10pm-7am): Free, Sun: Free, Snow Emergency: No Parking","64,66,67,68,67,74,71,60,41,31,21,21,21,25,31,38,46,50,60,73,85,89,82,85","80,83,84,86,85,84,83,80,76,68,57,51,49,49,52,54,60,66,70,73,76,82,85,86"
